<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
MAIL,60,20201030,140000,2098.0000000,2101.2000000,2088.8000000,2093.6000000,44907
MAIL,60,20201030,150000,2094.4000000,2097.0000000,2092.0000000,2092.0000000,10098
MAIL,60,20201030,160000,2093.6000000,2097.8000000,2092.0000000,2097.4000000,17376
MAIL,60,20201030,170000,2097.0000000,2101.0000000,2092.8000000,2099.8000000,33033
MAIL,60,20201030,180000,2099.8000000,2104.6000000,2093.6000000,2099.0000000,31573
MAIL,60,20201030,190000,2099.0000000,2104.6000000,2095.6000000,2096.0000000,29822
MAIL,60,20201030,200000,2088.8000000,2096.0000000,2080.0000000,2085.8000000,16274
MAIL,60,20201030,210000,2086.0000000,2090.0000000,2085.0000000,2088.2000000,4609
MAIL,60,20201030,220000,2088.0000000,2092.0000000,2084.0000000,2089.0000000,10126
MAIL,60,20201030,230000,2089.0000000,2091.8000000,2085.0000000,2085.2000000,3654
MAIL,60,20201031,000000,2086.0000000,2090.8000000,2085.0000000,2090.0000000,5168
MAIL,60,20201102,110000,2096.0000000,2104.6000000,2071.0000000,2094.8000000,50052
MAIL,60,20201102,120000,2092.6000000,2107.4000000,2091.0000000,2091.2000000,39802
MAIL,60,20201102,130000,2092.2000000,2109.4000000,2091.0000000,2106.8000000,36280
MAIL,60,20201102,140000,2106.6000000,2122.4000000,2103.4000000,2122.0000000,31347
MAIL,60,20201102,150000,2122.6000000,2129.2000000,2111.4000000,2119.6000000,39157
MAIL,60,20201102,160000,2120.2000000,2125.4000000,2114.4000000,2121.0000000,35589
MAIL,60,20201102,170000,2120.8000000,2137.4000000,2120.0000000,2128.0000000,69523
MAIL,60,20201102,180000,2128.2000000,2135.0000000,2115.2000000,2134.8000000,40250
MAIL,60,20201102,190000,2134.8000000,2134.8000000,2120.6000000,2130.0000000,35963
MAIL,60,20201102,200000,2125.2000000,2133.0000000,2095.0000000,2116.2000000,35785
MAIL,60,20201102,210000,2115.0000000,2121.2000000,2111.0000000,2119.8000000,4929
MAIL,60,20201102,220000,2119.8000000,2119.8000000,2116.0000000,2117.0000000,3573
MAIL,60,20201102,230000,2116.8000000,2119.8000000,2116.0000000,2116.8000000,4919
MAIL,60,20201103,000000,2117.4000000,2119.8000000,2116.8000000,2119.8000000,4678
MAIL,60,20201103,110000,2134.8000000,2148.8000000,2100.2000000,2128.0000000,47162
MAIL,60,20201103,120000,2127.8000000,2128.4000000,2115.2000000,2126.6000000,49997
MAIL,60,20201103,130000,2126.6000000,2128.0000000,2115.0000000,2116.2000000,32450
MAIL,60,20201103,140000,2115.4000000,2120.8000000,2113.0000000,2116.0000000,27899
MAIL,60,20201103,150000,2116.4000000,2117.8000000,2104.8000000,2108.8000000,66783
MAIL,60,20201103,160000,2108.2000000,2119.0000000,2105.0000000,2105.2000000,38415
MAIL,60,20201103,170000,2105.2000000,2116.8000000,2103.0000000,2109.4000000,45470
MAIL,60,20201103,180000,2109.4000000,2116.6000000,2101.4000000,2106.4000000,59899
MAIL,60,20201103,190000,2106.4000000,2115.4000000,2100.0000000,2109.4000000,70696
MAIL,60,20201103,200000,2112.0000000,2115.0000000,2102.0000000,2110.2000000,18280
MAIL,60,20201103,210000,2110.2000000,2114.2000000,2109.0000000,2112.8000000,4713
MAIL,60,20201103,220000,2111.6000000,2119.8000000,2110.0000000,2110.4000000,10213
MAIL,60,20201103,230000,2110.4000000,2113.2000000,2110.4000000,2112.8000000,2129
MAIL,60,20201104,000000,2113.0000000,2119.8000000,2112.0000000,2119.8000000,4540
MAIL,60,20201105,110000,2125.6000000,2185.6000000,2125.6000000,2172.2000000,148281
MAIL,60,20201105,120000,2172.2000000,2183.4000000,2146.6000000,2163.0000000,123775
MAIL,60,20201105,130000,2163.0000000,2165.4000000,2150.6000000,2155.4000000,56065
MAIL,60,20201105,140000,2155.4000000,2160.0000000,2151.0000000,2156.8000000,55719
MAIL,60,20201105,150000,2159.0000000,2175.0000000,2153.0000000,2172.8000000,60362
MAIL,60,20201105,160000,2172.8000000,2179.0000000,2167.0000000,2174.0000000,89867
MAIL,60,20201105,170000,2174.0000000,2190.0000000,2166.0000000,2179.8000000,99972
MAIL,60,20201105,180000,2179.8000000,2190.0000000,2167.0000000,2189.0000000,93765
MAIL,60,20201105,190000,2188.4000000,2200.0000000,2178.0000000,2196.4000000,110622
MAIL,60,20201105,200000,2180.0000000,2188.0000000,2165.4000000,2183.8000000,37499
MAIL,60,20201105,210000,2183.6000000,2187.0000000,2178.4000000,2185.8000000,6909
MAIL,60,20201105,220000,2186.8000000,2195.0000000,2185.0000000,2190.0000000,9212
MAIL,60,20201105,230000,2190.0000000,2198.0000000,2189.2000000,2197.0000000,8491
MAIL,60,20201106,000000,2197.0000000,2198.6000000,2194.8000000,2196.2000000,5174
MAIL,60,20201106,110000,2185.0000000,2194.6000000,2175.0000000,2185.8000000,46866
MAIL,60,20201106,120000,2186.0000000,2194.2000000,2180.0000000,2185.8000000,33044
MAIL,60,20201106,130000,2185.0000000,2190.6000000,2176.0000000,2178.0000000,31220
MAIL,60,20201106,140000,2178.0000000,2179.0000000,2159.0000000,2174.0000000,47811
MAIL,60,20201106,150000,2174.0000000,2189.8000000,2171.4000000,2186.8000000,23337
MAIL,60,20201106,160000,2187.0000000,2221.4000000,2186.4000000,2221.4000000,109855
MAIL,60,20201106,170000,2221.2000000,2245.0000000,2220.0000000,2241.0000000,144800
MAIL,60,20201106,180000,2241.0000000,2253.6000000,2230.0000000,2246.0000000,84055
MAIL,60,20201106,190000,2246.0000000,2248.6000000,2237.0000000,2248.6000000,32564
MAIL,60,20201106,200000,2251.8000000,2251.8000000,2236.4000000,2241.8000000,17838
MAIL,60,20201106,210000,2243.0000000,2245.0000000,2240.2000000,2242.6000000,3809
MAIL,60,20201106,220000,2241.6000000,2244.4000000,2237.6000000,2238.0000000,4421
MAIL,60,20201106,230000,2238.8000000,2243.8000000,2238.2000000,2242.6000000,3742
MAIL,60,20201107,000000,2242.8000000,2243.0000000,2239.0000000,2242.0000000,5430
MAIL,60,20201109,110000,2260.4000000,2275.0000000,2260.0000000,2272.0000000,64901
MAIL,60,20201109,120000,2271.2000000,2280.0000000,2255.0000000,2267.6000000,95345
MAIL,60,20201109,130000,2269.4000000,2274.6000000,2265.2000000,2270.0000000,23728
MAIL,60,20201109,140000,2269.8000000,2277.0000000,2266.6000000,2273.8000000,31456
MAIL,60,20201109,150000,2273.6000000,2291.0000000,2268.6000000,2283.4000000,70367
MAIL,60,20201109,160000,2280.6000000,2285.6000000,2258.0000000,2269.4000000,178432
MAIL,60,20201109,170000,2269.4000000,2270.6000000,2250.0000000,2265.0000000,134738
MAIL,60,20201109,180000,2265.2000000,2281.6000000,2260.2000000,2262.0000000,123106
MAIL,60,20201109,190000,2262.2000000,2281.6000000,2262.0000000,2267.2000000,76136
MAIL,60,20201109,200000,2267.2000000,2267.2000000,2236.0000000,2257.0000000,40861
MAIL,60,20201109,210000,2256.2000000,2275.0000000,2256.0000000,2275.0000000,10892
MAIL,60,20201109,220000,2274.0000000,2275.0000000,2265.0000000,2267.4000000,5743
MAIL,60,20201109,230000,2269.4000000,2270.0000000,2261.0000000,2266.8000000,8358
MAIL,60,20201110,000000,2266.8000000,2268.8000000,2264.0000000,2264.0000000,3615
MAIL,60,20201110,110000,2268.2000000,2297.4000000,2267.2000000,2277.0000000,48298
